id,name,score_now,score_rebuild,predicted_remaining,remain_war
10155,Mike Trout,6.13012650988185,5.588679360006169,2.36,45.39167782350907
15998,Cody Bellinger,3.240774133297423,2.382219610867431,2.49,23.50822628400907
11477,Christian Yelich,1.48049353701893,0.26872507569094883,2.86,9.012967390951406
16505,Matt Chapman,2.54175739902411,2.4106981697139394,1.06,24.059798144551525
17678,Alex Bregman,2.6883661986903857,2.492727747484307,1.2,24.583802301440567
12161,Xander Bogaerts,0.3606385421605551,-0.08236258587718506,1.29,7.01292231655829
13613,Ketel Marte,0.750909953605036,0.3190672394022629,1.33,9.73853241147598
19251,Peter Alonso,2.0074445912737775,1.3632320912601943,1.91,16.709166900050267
19251,Peter Alonso,2.0074445912737775,1.3632320912601943,1.91,16.709166900050267
14128,Joey Gallo,1.6450264428157073,0.9975256581625145,1.86,14.229499783513965
15429,Kris Bryant,1.3852262271025708,0.7981871903319017,1.71,12.90857474739902
17350,Rafael Devers,1.80436129664777,1.4015218098690598,1.44,17.087598535324386
13611,Mookie Betts,1.7392081581499286,1.3253283686504846,1.45,16.56586569850427
12979,Javier Baez,0.8879791786285693,0.4567805122496141,1.35,10.672002339920171
17232,Yoan Moncada,2.235618481020499,1.797895312086462,1.57,19.75625147847945
18401,Ronald Acuna Jr.,3.841416794157746,3.606206935088703,1.45,32.109290822151216
12861,Anthony Rendon,0.9474090615154604,0.24611954531288477,1.85,9.111418256559979
11368,Yasmani Grandal,-0.3770172845286236,-0.8662043974254644,1.26,1.6788023435098582
9874,DJ LeMahieu,0.008676763195464704,-0.5908034031018033,1.52,3.4905680763442786
12856,George Springer,0.6867850044081387,0.0789042429334972,1.64,8.024401856911968
9777,Nolan Arenado,0.8670439868565214,0.14241560672732503,1.88,8.397210574638505
12533,Marcus Semien,0.286299339391448,-0.2455625572690455,1.44,5.863269055601503
2396,Carlos Santana,0.5219112093606781,-0.18802783207295698,1.8,6.16534897877405
2396,Carlos Santana,0.039173324548901434,-0.7117943487807727,1.8,2.5960552186795103
12564,Trevor Story,1.472809958878337,0.7776552052071514,1.92,12.716156130896456
13301,Max Muncy,1.1537777066066595,0.44801642657376584,1.89,10.477278025138915
6153,Eduardo Escobar,0.2243450449966319,-0.5218902757787809,1.82,3.8851880071652483
5361,Freddie Freeman,1.4569077851403658,0.6118248626365831,2.19,11.518577769469507
11739,J.T. Realmuto,0.447914600422758,0.34250146206325066,0.69,10.058228806813123
13152,Jorge Polanco,0.5355131477829214,0.2229344725617178,1.08,9.145919734588322
18015,Paul DeJong,1.114607232551602,0.6421388163979316,1.46,11.907657232937837
12144,Max Kepler,1.163686253475673,0.6513664366006705,1.54,11.95054038059909
19709,Fernando Tatis Jr.,2.3432755105306473,1.7166001190355322,1.93,19.112251908010087
4106,Michael Brantley,-0.5547145215847089,-0.7948681836169283,0.78,2.2849347988947795
15362,Jeff McNeil,0.358537434922131,0.13547123980871686,0.89,8.597387035008303
18882,Brandon Lowe,2.2384638046318024,1.9660675960416139,1.27,20.97728938772752
16472,Rhys Hoskins,1.8589287951246105,1.6313150532487293,1.13,18.73106268832596
20123,Juan Soto,6.613296202627052,6.734735048282707,1.23,53.48416430870522
13145,Josh Bell,1.1217213744305685,0.39122422672364143,1.93,10.080258164035095
11609,Willson Contreras,0.592841397809753,0.35116919110077705,0.96,10.049796483308166
12916,Francisco Lindor,1.987847397379091,1.8317218599241,1.02,20.12426809661175
15464,Hunter Renfroe,0.10856076965848901,-0.18527686452713504,0.98,6.389095903180832
16556,Ozzie Albies,2.2159455913860677,2.068200793193052,1.04,21.730792991742735
16997,Gleyber Torres,2.2708108254803245,1.874598571898909,1.5,20.296458558627158
14161,Byron Buxton,0.5259852795843286,0.3776819481918425,0.78,10.275472061890126
2900,Roberto Perez,-0.652544902993767,-0.7414310247162429,0.49,2.721591177237304
4892,Mike Moustakas,-0.4400802972131577,-0.9951584471492244,1.37,0.7725235931784336
9774,Christian Vazquez,-0.7208321225048581,-0.7770022154425663,0.42,2.496685400906576
5038,Josh Donaldson,-0.17301544199853394,-0.6008414241253212,1.18,3.5071623179385214
12371,Tommy La Stella,-0.9099236819631681,-1.0757131974653857,0.59,0.4185698924785406
13769,Adalberto Mondesi,0.6078122349018722,0.6535599845764029,0.44,12.240488676934376
11579,Bryce Harper,2.9739694822040508,2.923667321403894,0.98,27.57551147070394
11493,Manny Machado,2.8121603507687283,2.715088757773259,1.04,26.13911826990181
11281,Whit Merrifield,1.2450824444395803,0.9047657463851554,1.24,13.752371986619027
3473,Anthony Rizzo,0.6559466086167266,0.3040782180337758,1.17,9.676387240423914
2967,Tommy Pham,0.5004177643769734,0.34994141072345625,0.78,10.08642957038085
17992,David Fletcher,1.5123985381632832,1.6405313003938662,0.43,18.968868332400717
14130,Daniel Vogelbach,1.8900292188351244,1.626538885466848,1.2,18.681014701165218
14162,Carlos Correa,0.8402642964117644,0.8177230989772107,0.6,13.319205435599118
19326,Bryan Reynolds,0.45405179930199346,0.15656095028158182,1.04,8.703606363357407
12859,James McCann,-0.9053705431697737,-1.0982872690908012,0.64,0.2522351389723877
17027,Alex Verdugo,1.6136811693977304,1.6183539919722445,0.67,18.75773738752372
17128,Ramon Laureano,1.8661048415596706,1.7986832970595807,0.84,19.944121332713888
17975,Scott Kingery,0.8837935450956209,0.798917912375877,0.72,13.161054373909547
10324,Marcell Ozuna,0.04278257602961842,-0.35019388896739356,1.15,5.2227414995662045
15161,Mitch Garver,-0.7646942569054853,-0.9841745540011371,0.71,1.0123751539873194
9927,Brett Gardner,-0.5088530594282359,-0.8221486138142818,0.92,2.0640277846622763
19238,Lourdes Gurriel Jr.,0.6513323015414346,0.3320887603224996,1.11,9.882269724543796
